105/06/01,955000,2601000,-1646000
105/06/02,2776000,9303000,-6527000
105/06/03,735000,4127000,-3392000
105/06/04,0,2665000,-2665000
105/06/06,2335000,2847000,-512000
105/06/07,2418000,559000,1859000
105/06/08,1312000,1431000,-119000
105/06/09,1312000,1431000,-119000
105/06/10,1312000,1431000,-119000
105/06/13,344000,20488000,-20144000
105/06/14,656000,12202000,-11546000
105/06/15,3250000,8295000,-5045000
105/06/16,2308000,17213000,-14905000
105/06/17,1824000,23883000,-22059000
105/06/20,13187000,1739000,11448000
105/06/21,9186000,3382000,5804000
105/06/22,4105000,5909000,-1804000
105/06/23,4631000,1136000,3495000
105/06/24,7536000,50175000,-42639000
105/06/27,4862000,18089000,-13227000
105/06/28,10120000,13790000,-3670000
105/06/29,13136000,1776000,11360000
105/06/30,5908000,1517000,4391000
105/07/01,6124000,3401000,2723000
105/07/04,4197000,1731000,2466000
105/07/05,3695000,3299000,396000
105/07/06,4527000,18425000,-13898000
105/07/07,2517000,4957000,-2440000
105/07/08,2517000,4957000,-2440000
105/07/11,11613000,1532000,10081000
105/07/12,18837000,4687000,14150000
105/07/13,13421000,3027000,10394000
105/07/14,8799000,2922000,5877000
