105/06/15,0,57000,-57000
105/06/16,5000,0,5000
105/06/17,0,17000,-17000
105/06/20,5000,6000,-1000
105/06/21,2000,15000,-13000
105/06/22,5000,7000,-2000
105/06/23,9000,3000,6000
105/06/24,6000,5000,1000
105/06/27,0,18000,-18000
105/06/28,1000,10000,-9000
105/06/29,0,11000,-11000
105/06/30,0,8000,-8000
105/07/01,0,2000,-2000
105/07/04,0,31000,-31000
105/07/05,4000,3000,1000
105/07/06,26000,1000,25000
105/07/07,8000,10000,-2000
105/07/08,8000,10000,-2000
105/07/11,1000,33000,-32000
105/07/12,8000,10000,-2000
105/07/13,0,38000,-38000
105/07/14,12000,0,12000
105/07/15,3000,15000,-12000
105/07/18,2000,20000,-18000
105/07/19,50000,10000,40000
105/07/20,28000,0,28000
105/07/21,45000,0,45000
105/07/22,23000,40000,-17000
